video_id,video_link,title,comment_count,like_count,languages_used,en,ko,unknown,de,tl,id,es,tr,et,cy,ca,pl,pt,so,ru,ja,hr,ro,ar,it,af,th,fi,da,nl,sw,vi,hu,fr,sv,no,fa,sq,cs,bg,lt,sl,sk,lv,uk,mk,zh-cn,he,el,bn,ur,te,pa,zh-tw,ml,ta,kn,gu,ne,hi,mr
v1PgZUaQDpw,https://www.youtube.com/watch?v=v1PgZUaQDpw,"Yes, I am Mina. Making Video",6399.0,146627,43.0,2531,244,278,251,302,119,189,71,60,124,119,57,140,295,14,247,35,111,117,104,42,7,79,19,59,279,88,56,99,17,70,34,11,16,3,4,28,55,3,1,0,9,0,0,0,10,0,0,2,0,0,0,0,0,0,0
gmFAWq4g7TA,https://www.youtube.com/watch?v=gmFAWq4g7TA,🌹 Baggy Jeeeeeans 〰️ 👖 (with. 🐻),494.0,146596,34.0,154,152,29,16,15,30,4,3,2,7,0,2,3,24,1,5,2,1,4,0,0,3,1,1,7,3,5,4,6,0,1,0,1,1,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HXkL8kCKmeQ,https://www.youtube.com/watch?v=HXkL8kCKmeQ,TWICE REALITY “TIME TO TWICE” YES or NO TEASER,16174.0,146398,44.0,6149,301,284,565,526,279,291,931,96,519,71,172,239,687,4,239,97,444,323,68,85,6,108,55,105,506,2279,175,96,28,130,86,16,70,0,13,25,31,6,4,0,0,0,2,2,45,0,0,14,0,0,2,0,0,0,0
KkLztH1mMhM,https://www.youtube.com/watch?v=KkLztH1mMhM,We are ONE 🐻🐿🐥 #BrandNewChallenge  👏👏👏,1516.0,145708,40.0,374,133,120,66,47,260,43,11,16,9,10,7,14,68,10,19,3,45,44,9,20,8,41,3,12,33,9,2,12,3,10,20,3,4,0,2,2,5,0,0,0,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0
72eG9hdmtX4,https://www.youtube.com/watch?v=72eG9hdmtX4,🐾막내즈 냥냥펀치🌹🐯🐻 #SHALALA_KittyChallenge With #NCT127 #Shorts,200.0,145542,29.0,60,42,20,4,6,17,2,0,1,3,1,1,5,9,3,0,1,6,1,1,4,1,1,2,1,1,2,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028oeYFI6Uk,https://www.youtube.com/watch?v=028oeYFI6Uk,[Special Video] SEVENTEEN(세븐틴) - 아낀다(Adore U) - Dance + Mashup Ver.,200.0,145152,26.0,107,26,9,2,5,7,3,2,1,6,1,0,3,3,0,4,1,1,0,2,1,0,1,2,4,3,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bZHchWQVfFk,https://www.youtube.com/watch?v=bZHchWQVfFk,샤랄랄라 라라❤️💚🖤 #SHALALA_Challenge With #에이티즈 #TAEYONG #태용 #SHALALA #Shorts,401.0,145002,33.0,188,45,12,21,22,15,7,4,1,6,1,4,9,14,6,3,1,2,2,2,1,2,4,0,3,4,11,2,4,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-cNTuUwEIkk,https://www.youtube.com/watch?v=-cNTuUwEIkk,🤍Rover squad🤍 #카이 #KAI #준지 #JunJi #Mill #밀 #리에 #Rie #Rover #KAI_Rover #RoverChallenge,100.0,143990,24.0,23,7,23,4,1,0,4,4,2,1,0,1,7,0,2,0,0,1,3,0,2,0,2,0,2,1,0,0,3,0,2,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BRLtNckWEhA,https://www.youtube.com/watch?v=BRLtNckWEhA,샤랄랄라 라라 어머나😲❗#SHALALA_Challenge With #TEN #Shorts,697.0,143566,34.0,306,74,38,35,19,26,16,3,1,9,4,2,7,12,6,15,0,3,0,5,13,20,4,4,11,7,27,4,12,0,4,2,0,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FdjjZlJ0irs,https://www.youtube.com/watch?v=FdjjZlJ0irs,#은채 ✨너무 잘해요✨ #SHALALA_Challenge #TAEYONG #태용 #SHALALA #Shorts,270.0,143289,26.0,94,71,16,5,9,10,3,2,2,3,2,5,5,11,4,5,0,5,2,2,0,1,0,0,3,3,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jQx1GAhmZcA,https://www.youtube.com/watch?v=jQx1GAhmZcA,EXO 엑소 'Cream Soda' MV Reaction,100.0,142683,23.0,37,9,9,3,0,4,6,3,2,3,2,0,3,3,3,0,0,1,0,0,0,1,1,1,1,2,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Ms-CJoUUe4,https://www.youtube.com/watch?v=3Ms-CJoUUe4,KAI 카이 'Peaches' Performance Video,4568.0,140964,42.0,1900,157,307,178,137,250,115,69,58,68,20,41,73,115,25,2,38,45,65,26,39,8,75,44,49,294,38,30,60,10,40,28,5,29,4,46,41,25,1,0,2,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0
dvz6UtiGnm0,https://www.youtube.com/watch?v=dvz6UtiGnm0,"나한테 꼭 해보고 싶었던 이야기 있어? | 어사즈 특별편 [4] 유타, 샤오쥔 | 어색하지만 괜찮아",100.0,140460,12.0,47,26,2,0,1,8,4,0,0,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRjbgnW6Ojs,https://www.youtube.com/watch?v=DRjbgnW6Ojs,Cream Soda! 🍹 #EXO #엑소 #weareoneEXO #CHANYEOL #DO(D.O.) #SEHUN #CreamSoda #EXIST #shorts,1488.0,140402,41.0,380,147,115,60,105,148,35,7,20,30,14,9,62,74,17,8,7,6,21,7,21,7,17,7,15,26,10,2,17,8,18,8,1,4,0,1,4,5,0,2,1,39,0,0,0,3,0,0,0,0,0,0,0,0,0,0
M08eg0YrpVY,https://www.youtube.com/watch?v=M08eg0YrpVY,"TWICE REALITY ""TIME TO TWICE"" Healing December EP.01",3675.0,139891,41.0,1865,300,119,72,78,92,223,32,18,96,16,33,45,70,15,268,9,21,41,19,14,7,14,12,18,23,43,16,16,5,8,10,1,14,0,5,9,15,0,0,1,4,0,0,0,1,0,0,7,0,0,0,0,0,0,0
BQspon5Ic_A,https://www.youtube.com/watch?v=BQspon5Ic_A,톡 쏘는 듯한 느낌〰🤍✨ #EXO #BAEKHYUN #TREASURE #JIHOON #SOJUNGHWAN #CreamSoda #CreamSodaChallenge #shorts,874.0,139413,39.0,264,113,109,22,34,82,14,12,1,11,7,12,29,35,9,5,0,12,11,3,13,6,5,2,4,14,4,4,8,1,6,3,2,2,1,1,2,3,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
253ddI_Bn7o,https://www.youtube.com/watch?v=253ddI_Bn7o,🔫 #KillinMeGood Challenge 🔫 #TWICE #트와이스 #JIHYO #지효 #ZONE,552.0,139242,37.0,146,35,55,16,6,4,35,11,3,4,3,7,24,39,9,79,0,6,9,7,3,2,6,2,4,9,5,1,5,0,2,3,0,4,2,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
UEPTZwViWIc,https://www.youtube.com/watch?v=UEPTZwViWIc,"TWICE REALITY ""TIME TO TWICE"" TDOONG High School EP.03",3828.0,139037,41.0,2292,179,140,60,101,46,85,39,21,136,18,37,31,95,0,100,13,21,87,20,15,4,19,12,34,44,50,16,22,5,20,11,3,11,0,3,14,11,1,1,0,2,0,0,0,3,0,0,6,0,0,0,0,0,0,0
0C0BJEUKTm4,https://www.youtube.com/watch?v=0C0BJEUKTm4,#RunAway 🏃‍♀️ with #SANA 🐹 #TWICE #트와이스 #TZUYU #쯔위 #abouTZU #사나,952.0,138650,39.0,285,77,84,83,63,7,30,11,5,11,6,4,24,21,5,98,12,13,10,8,5,1,4,4,6,11,6,3,10,2,3,3,1,0,0,2,3,6,10,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0
AheJYXSfzVQ,https://www.youtube.com/watch?v=AheJYXSfzVQ,"Yes, I am Chaeyoung. ASMR Interview",2625.0,137923,41.0,840,133,135,50,47,18,359,25,18,134,34,5,127,60,17,208,14,42,19,46,10,1,10,8,30,38,67,15,28,5,10,2,4,25,2,7,12,13,0,0,0,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0
hdeXgxq6QvY,https://www.youtube.com/watch?v=hdeXgxq6QvY,#LOVE_MONEY_FAME 🌹 with #HUHYUNJIN #허윤진 #LE_SSERAFIM #르세라핌 #디노 #DINO #SEVENTEEN#세븐틴#SPILL_THE_FEELS,475.0,137162,32.0,150,164,34,12,5,6,4,1,1,9,0,1,5,17,1,15,2,5,2,8,9,1,3,0,4,3,1,0,1,0,3,3,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
LZBI9wFGNDU,https://www.youtube.com/watch?v=LZBI9wFGNDU,FILM : KAI #Rover,300.0,136640,29.0,73,6,60,8,9,5,3,1,3,7,1,2,0,2,3,0,0,3,0,3,3,1,4,1,0,83,0,6,2,2,0,0,1,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rTMu2zouh6s,https://www.youtube.com/watch?v=rTMu2zouh6s,녹아들수록 좀 더 달콤해져〰🤵‍♂️🍯🤵‍♂️ #EXO #XIUMIN #MONSTAX #MONSTA_X #HYUNGWON #CreamSoda #CreamSodaChallenge,1087.0,136264,38.0,307,287,109,14,29,25,26,5,9,15,11,12,18,64,25,8,0,20,5,7,15,2,12,3,11,7,9,1,5,1,7,1,0,1,3,1,0,3,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
o1aV-bWzVx8,https://www.youtube.com/watch?v=o1aV-bWzVx8,"TWICE REALITY ""TIME TO TWICE"" Healing Camping EP.03",2100.0,136188,35.0,1255,120,114,22,86,31,62,14,8,78,16,11,20,32,2,55,8,15,17,15,18,1,7,6,8,13,15,13,10,0,11,3,0,3,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QIbfPcIfl64,https://www.youtube.com/watch?v=QIbfPcIfl64,Mr. Rover rover rover 🐻🤍🐶💚 #카이 #KAI #정우 #JUNGWOO #Rover #KAI_Rover #RoverChallenge,464.0,135928,33.0,138,80,57,13,10,23,7,5,0,3,3,5,4,24,4,2,0,4,14,3,6,0,4,4,4,25,2,0,3,0,7,0,0,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-HgJ2TIvu8s,https://www.youtube.com/watch?v=-HgJ2TIvu8s,✨🐿🍑🐿🍑✨#LetsPickPeaches,100.0,135892,21.0,31,16,11,4,0,9,3,0,2,3,1,0,1,3,2,1,0,2,0,0,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53V9TFw2onQ,https://www.youtube.com/watch?v=53V9TFw2onQ,손목〰위에〰 #도영 옷깃〰위에〰 #진영 남겨두려 해💗💐,660.0,135556,38.0,192,116,42,28,63,56,11,0,3,5,2,4,11,27,6,5,3,12,1,1,6,6,3,1,4,26,2,5,3,1,1,1,2,1,1,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mu0sQrVXCak,https://www.youtube.com/watch?v=Mu0sQrVXCak,"[COVER] Jun - 失落沙洲 (Down in Sandbar, original song by : 徐佳莹 LaLa Hsu)",100.0,135319,24.0,40,10,10,1,1,4,1,1,0,0,1,1,1,4,0,0,1,1,0,0,0,0,2,0,1,2,1,1,6,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0
tpe-kVq3VY4,https://www.youtube.com/watch?v=tpe-kVq3VY4,"TWICE ""LIKEY"" M/V BEHIND",2785.0,135086,43.0,1173,438,74,49,75,31,44,38,18,99,12,37,44,65,3,214,10,29,13,28,14,4,6,9,16,33,57,19,24,5,25,1,6,24,2,5,20,11,2,0,1,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0
R8b8mgDTxD4,https://www.youtube.com/watch?v=R8b8mgDTxD4,Run Away (Cinderella TZU ver.) 👠 #TWICE #트와이스 #TZUYU #쯔위 #abouTZU #RunAway,684.0,134935,36.0,177,122,60,13,7,1,15,17,5,6,3,1,14,11,1,104,8,10,4,10,1,1,4,3,5,5,12,3,5,0,3,3,0,6,0,1,0,3,0,0,0,23,0,0,0,0,0,0,17,0,0,0,0,0,0,0
E7CHp_yC2mg,https://www.youtube.com/watch?v=E7CHp_yC2mg,TWICE REALITY “TIME TO TWICE” TDOONG Forest EP.02,100.0,134801,18.0,47,8,6,1,1,1,3,0,0,3,0,0,2,2,2,12,0,2,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TqMBhhqMqQs,https://www.youtube.com/watch?v=TqMBhhqMqQs,#채영 #쯔위 만 바라바라봐 🐯🦌#lookatme #트와이스 #TWICE #CHAEYOUNG #TZUYU #WithYOUth❤‍🔥 #ONESPARK💥,586.0,134569,38.0,191,58,69,18,8,6,24,16,6,11,0,9,4,7,1,60,1,12,3,3,11,0,1,1,3,11,16,1,5,2,2,0,0,5,1,3,6,3,2,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0
_OAcFPHezgs,https://www.youtube.com/watch?v=_OAcFPHezgs,동손 요리대회 Ep.1 ❮나 벌써부터 은손 찬스 써야하나❯ THE AVATAR APPRENTICE | THE NCT SHOW,100.0,134357,12.0,27,44,0,0,0,11,3,0,2,7,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OzlhLNfiS9c,https://www.youtube.com/watch?v=OzlhLNfiS9c,TWICE REALITY “TIME TO TWICE” YES or NO EP.04,200.0,134218,25.0,82,15,6,3,7,15,10,0,0,15,1,0,2,17,0,8,0,1,0,1,1,1,2,0,0,3,2,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
xCgtV8Gi9so,https://www.youtube.com/watch?v=xCgtV8Gi9so,🌹𝐓𝐚𝐩 𝐭𝐚𝐩 𝐭𝐚𝐩 𝐭𝐚𝐩 𝐓𝐚𝐩𝐩𝐢𝐧𝐠 𝐨𝐧 𝐦𝐞🧋 #TAEYONG #SHOTARO #TAP,663.0,133776,34.0,150,256,30,11,27,10,5,1,2,2,1,2,15,13,5,92,2,3,1,1,0,6,1,1,4,1,6,1,4,1,0,0,3,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCqrgpaI1c8,https://www.youtube.com/watch?v=SCqrgpaI1c8,[INSIDE SEVENTEEN] SEVENTEEN (세븐틴) '손오공' MV Reaction,100.0,133224,18.0,65,9,3,4,1,2,1,0,0,1,0,0,0,1,0,2,0,1,1,0,2,0,1,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ww7uAbnX2Bk,https://www.youtube.com/watch?v=ww7uAbnX2Bk,ONE-TWO Punch 주먹이 운다 Ep.2 ❮나 할 말 있어!❯ | THE NCT SHOW,400.0,132590,25.0,176,110,3,7,4,29,10,0,2,30,0,0,4,3,1,3,0,0,0,0,1,3,1,1,3,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OlgptqTh6sU,https://www.youtube.com/watch?v=OlgptqTh6sU,"J-Min 제이민 '일어나 (Stand Up)' (From SBS Drama ""아름다운 그대에게"") MV",5517.0,131504,41.0,3625,110,184,112,72,46,277,34,69,24,38,21,108,88,23,14,14,34,24,42,49,33,82,26,47,33,41,24,40,17,72,1,19,9,1,4,37,7,0,0,0,9,0,0,0,1,0,0,6,0,0,0,0,0,0,0
wWBDPpRbXGM,https://www.youtube.com/watch?v=wWBDPpRbXGM,#RunAway 🏃‍♀ with #RAIN 🌟 #TWICE #트와이스 #TZUYU #쯔위 #abouTZU #비 #정지훈 #JUNGJIHOON,1174.0,130958,39.0,262,361,105,19,14,14,14,29,5,7,6,13,17,15,3,67,1,16,8,9,5,1,49,3,5,4,17,2,15,2,4,1,0,3,0,6,3,2,0,0,1,25,0,0,0,0,0,0,41,0,0,0,0,0,0,0
UXo6dHLNqSA,https://www.youtube.com/watch?v=UXo6dHLNqSA,"TWICE REALITY ""TIME TO TWICE"" EP.02 (SUB)",100.0,130951,23.0,43,6,4,2,2,0,6,1,1,8,1,0,8,1,2,3,0,1,2,2,0,0,0,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le8AQwEdQZg,https://www.youtube.com/watch?v=Le8AQwEdQZg,#CHAEYOUNG🤝#SAVANNA #TWICECORE #TWICE #WithYOUth❤‍🔥 #ONESPARK💥#IGOTYOU🤝 #IGOTYOU_VoyageVer,731.0,130791,37.0,351,20,57,25,21,4,36,4,4,10,3,11,32,19,10,33,3,6,3,6,5,0,5,1,5,10,12,5,11,3,1,0,0,4,1,4,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jqhBPYcck58,https://www.youtube.com/watch?v=jqhBPYcck58,#TalkthatTalk Challenge✌ with #공승연 🐶💕,611.0,130421,38.0,220,65,49,31,14,11,17,2,6,8,2,7,9,18,3,43,2,8,16,1,3,0,4,6,3,2,3,15,9,0,16,1,3,5,0,1,1,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
YhG72dpT21o,https://www.youtube.com/watch?v=YhG72dpT21o,I guarantee I gotcha💘💫 #TWICE #트와이스 #MOONLIGHTSUNRISE,685.0,130029,37.0,184,22,64,26,63,13,28,5,7,7,4,7,34,40,4,76,5,11,12,8,5,0,0,1,6,12,9,9,6,3,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m3TK9gywwB8,https://www.youtube.com/watch?v=m3TK9gywwB8,NIGHTMARE : 저주받은 공명음 | THE NCT SHOW,100.0,130018,14.0,32,32,3,0,1,13,2,0,1,9,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WS5u-6LnyUU,https://www.youtube.com/watch?v=WS5u-6LnyUU,BoA 보아 'Forgive Me' MV,4268.0,129020,42.0,1654,947,198,94,46,77,127,13,20,35,38,45,122,124,51,54,12,13,11,28,31,9,19,31,92,60,101,45,60,12,26,0,1,5,7,4,20,14,0,2,4,9,0,0,0,2,0,0,5,0,0,0,0,0,0,0
5fftJRi13mE,https://www.youtube.com/watch?v=5fftJRi13mE,I need all ya 🥃 #EXO #엑소 #weareoneEXO #SUHO #XIUMIN #BAEKHYUN #CHEN #CreamSoda #EXIST #shorts,1038.0,128668,40.0,303,95,90,37,39,112,35,9,8,14,6,7,31,59,18,11,2,7,16,6,13,2,13,9,10,7,9,2,7,2,11,6,0,5,1,2,5,12,0,0,0,13,0,0,0,3,0,0,1,0,0,0,0,0,0,0
OhKccbQZyr8,https://www.youtube.com/watch?v=OhKccbQZyr8,WayV 威神V '无翼而飞 (Take Off)' MV Teaser,5301.0,128597,44.0,2837,42,148,334,155,158,114,36,27,176,36,57,120,211,18,12,18,10,14,28,75,92,48,42,77,87,116,32,29,23,72,2,11,8,3,2,8,3,1,4,4,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FhP-y63VcqA,https://www.youtube.com/watch?v=FhP-y63VcqA,yeah that's me❗️짙은 농도에 정신이 혼미해🐱🍑🖤 (🎥by #DOYOUNG),585.0,128277,34.0,134,207,35,8,9,29,12,2,3,9,1,4,6,18,3,11,3,22,5,6,2,14,6,1,9,7,3,0,7,0,1,0,0,1,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QyoQO_bdLsE,https://www.youtube.com/watch?v=QyoQO_bdLsE,More & More (Sped Up Ver.) Challenge Only Using 🖐️ (w. 🐰🐶🐻🐯),707.0,128039,38.0,241,37,56,9,24,10,26,12,2,16,0,6,25,18,11,119,1,7,5,5,1,1,1,4,8,5,8,9,9,0,4,2,0,2,3,4,4,5,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
gVjnu1_MCHc,https://www.youtube.com/watch?v=gVjnu1_MCHc,짙은 농⤴도⤴에〰🐱🍑💐 정신이 혼미해〰😵‍💫🌀 With #TEN,646.0,127282,33.0,196,93,63,20,13,36,12,3,3,9,6,6,9,22,1,11,1,4,0,3,5,51,19,4,14,3,12,3,8,0,7,1,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSbehOs9Rzo,https://www.youtube.com/watch?v=WSbehOs9Rzo,내 맘을 아주 쏙 빼놔 😮 #EXO #엑소 #weareoneEXO #SUHO #BAEKHYUN #CHANYEOL #SEHUN #CreamSoda #EXIST #shorts,200.0,127088,27.0,50,51,20,4,3,13,6,1,1,4,2,1,6,6,4,0,0,0,2,1,2,0,2,2,0,1,0,1,3,2,1,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8NZHcaaUpi8,https://www.youtube.com/watch?v=8NZHcaaUpi8,"TWICE ""SET ME FREE"" Dance Practice Behind the Scenes",1979.0,127072,42.0,941,104,97,50,38,24,115,23,11,106,10,31,47,41,11,130,4,5,7,17,7,1,4,3,15,15,46,12,19,0,5,2,0,13,2,1,7,4,1,4,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0
vaghTg4Cpls,https://www.youtube.com/watch?v=vaghTg4Cpls,"TWICE REALITY ""TIME TO TWICE"" Healing Camping EP.05",3737.0,126712,41.0,2223,235,140,68,105,50,93,33,15,112,14,25,34,69,4,93,12,26,50,31,24,16,19,10,16,37,59,10,20,2,24,26,2,8,0,3,9,12,0,0,1,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0
mKAqbsvN_uw,https://www.youtube.com/watch?v=mKAqbsvN_uw,작은 숨결까지🐰🍑🐶 파고~들어~🐯🐻💐💗,540.0,126151,29.0,171,187,13,15,10,50,7,2,3,8,3,1,7,17,4,5,0,0,0,1,4,3,3,0,8,4,3,1,6,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1cxUzqh92jA,https://www.youtube.com/watch?v=1cxUzqh92jA,"TWICE ""MOONLIGHT SUNRISE"" M/V CAM (NAYEON ver.)",605.0,125663,34.0,196,25,55,22,33,3,25,4,4,11,2,5,17,14,0,73,12,5,4,4,0,0,5,2,7,5,37,6,5,0,7,4,1,2,0,1,0,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2yMrvAvgnow,https://www.youtube.com/watch?v=2yMrvAvgnow,ONCE 🍭We'll be your valentine 🍫#TWICE #트와이스 #MOONLIGHTSUNRISE,716.0,125488,38.0,271,36,52,14,18,3,23,21,2,5,3,3,10,18,9,80,1,7,9,11,6,2,15,2,8,10,12,6,26,1,5,1,0,6,0,5,6,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFt7FdEtmqo,https://www.youtube.com/watch?v=NFt7FdEtmqo,니니's 포카공작소 🐻포카 만든다 카이🐻 | nini's photocard studio,100.0,125315,22.0,32,9,9,0,1,4,3,2,2,4,0,0,2,2,0,0,1,6,2,0,2,0,2,0,0,8,0,2,2,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8uJCoF-48sY,https://www.youtube.com/watch?v=8uJCoF-48sY,연꽃 구경도 하고 사진도 찍고📸 | 성타로 in 연꽃축제,100.0,125260,7.0,16,72,2,2,0,3,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VRRJUFrnfFQ,https://www.youtube.com/watch?v=VRRJUFrnfFQ,#신동 선배님과 냥냥펀치✊💙✊ #SHALALA_KittyChallenge #TAEYONG #태용 #SHALALA #Shorts,362.0,125256,34.0,115,52,25,9,37,27,11,2,2,6,1,2,4,9,5,13,1,9,1,1,2,1,2,3,6,4,2,1,1,1,2,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cQImAlHDpSc,https://www.youtube.com/watch?v=cQImAlHDpSc,[SPECIAL VIDEO] 승관 - As It Was (원곡 : Harry Styles) Hero Film,3334.0,124907,40.0,1202,441,179,176,132,123,94,13,18,38,7,26,63,218,17,31,36,18,55,30,87,4,18,13,45,72,33,24,27,8,18,7,4,12,2,0,15,21,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OZOBTUoPafE,https://www.youtube.com/watch?v=OZOBTUoPafE,TWICE REALITY “TIME TO TWICE” TDOONG Tour EP.02,100.0,124617,18.0,51,4,3,0,3,3,5,0,2,5,0,0,2,8,0,7,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8XJqZWvuEis,https://www.youtube.com/watch?v=8XJqZWvuEis,너만 원한다면 Only for 손오공🙊#HOSHI with #iKON#김동혁#김진환#SEVENTEEN#세븐틴#손오공 #Super #SVT_Super #손오공챌린지#shorts,429.0,123998,30.0,166,91,33,15,16,11,1,3,5,6,0,1,3,18,1,8,0,1,1,1,6,2,6,1,11,10,2,0,0,3,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Im-CX9benqU,https://www.youtube.com/watch?v=Im-CX9benqU,"TWICE(트와이스) ""TT"" M/V Behind",4518.0,122898,40.0,1829,722,186,74,150,100,75,78,40,168,29,47,81,193,2,134,27,74,26,49,17,22,18,8,16,80,74,23,23,1,24,2,5,37,0,9,24,33,0,0,2,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0
rVl-2UzAV7Y,https://www.youtube.com/watch?v=rVl-2UzAV7Y,최예나 선배님!! 언제나 파이팅 하겠슴다!!💪 #부석순 with #최예나 #예나 #YENA #파이팅해야지 #BSS_Fighting #shorts,100.0,122488,9.0,3,82,6,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QKrh663TH9k,https://www.youtube.com/watch?v=QKrh663TH9k,hear me out 🗣️ #EXO #엑소 #weareoneEXO #SUHO #XIUMIN #CHEN #SEHUN #HearMeOut #EXIST #shorts,1517.0,122245,39.0,472,73,181,52,57,98,46,14,16,18,16,13,43,60,20,4,5,31,32,16,20,8,18,13,26,12,14,4,30,7,22,5,1,11,0,1,14,34,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
